# ::id 3222001
# ::tok Et l' impatience allait croissant , quand , le 2 juillet , on apprit qu' un steamer de la ligne de San Francisco de Californie à Shangaï avait revu l' animal , trois semaines auparavant , dans les mers septentrionales du Pacifique .
# ::alignments 0-1.1 2-1.2.1.2 3-1.2.2 4-1.2.2 6-1.3 9-1.4.4.2 10-1.4.4.3 12-1.4.5 13-1.4.1 14-1.4.2.1 16-1.4.2.2.2 17-1.4.2.2.3.1 19-1.4.2.2.3.3 20-1.4.2.2.3.4.1 21-1.4.2.2.3.4.2.1 22-1.4.2.2.3.4.2.1 23-1.4.2.2.3.4.2.2.1 24-1.4.2.2.3.4.2.2.2 25-1.4.2.2.3.4.3 26-1.4.2.2.3.4.4 28-1.4.2.4 30-1.4.2.5.2 32-1.4.2.6.1.1 33-1.4.2.6.1.2 34-1.4.2.6.2 36-1.4.2.7.1 38-1.4.2.7.3 39-1.4.2.7.4 40-1.4.2.7.5.1 41-1.4.2.7.5.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :S (v6 / label
                  :C (v12 / label~e.2))
           :D (v7 / label~e.3,4))
    :L (v4 / label~e.6)
    :H (v5 / label
           :P (v8 / label~e.13)
           :A (v9 / label
                  :R (v13 / label~e.14)
                  :A (v14 / label
                          :C (v21 / label~e.16)
                          :E (v22 / label
                                  :R (v30 / label~e.17)
                                  :C (v31 / label~e.19)
                                  :E (v32 / label
                                          :R (v37 / label~e.20)
                                          :C (v38 / label
                                                  :C (v41 / label~e.21,22)
                                                  :E (v42 / label
                                                          :R (v43 / label~e.23)
                                                          :C (v44 / label~e.24)))
                                          :R (v39 / label~e.25)
                                          :C (v40 / label~e.26))))
                  :P (v15 / label~e.28)
                  :A (v16 / label
                          :C (v23 / label~e.30))
                  :T (v17 / label
                          :E (v24 / label
                                  :Q (v33 / label~e.32)
                                  :C (v34 / label~e.33))
                          :C (v25 / label~e.34))
                  :A (v18 / label
                          :R (v26 / label~e.36)
                          :C (v27 / label~e.38)
                          :E (v28 / label~e.39)
                          :E (v29 / label
                                  :R (v35 / label~e.40)
                                  :C (v36 / label~e.41))))
           :T (v10 / label
                   :C (v19 / label~e.9)
                   :C (v20 / label~e.10))
           :A (v11 / label~e.12)))
