# ::id 852004
# ::tok Ce précieux instrument , d' origine américaine , envoyait sans se gêner , un projectile conique de quatre kilogrammes à une distance moyenne de seize kilomètres .
# ::alignments 0-1.1.1.1 1-1.1.1.2 2-1.1.1.3 4-1.1.1.4.1 5-1.1.1.4.2 6-1.1.1.4.3 8-1.1.2 9-1.1.3 10-1.1.3 11-1.1.3 13-1.1.4.1 14-1.1.4.2 15-1.1.4.3 16-1.1.4.4.1 17-1.1.4.4.2 18-1.1.4.4.3 19-1.1.5.1 20-1.1.5.2 21-1.1.5.3 22-1.1.5.4 23-1.1.5.5.1 24-1.1.5.5.2 25-1.1.5.5.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :E (v8 / label~e.0)
                  :C (v9 / label~e.1)
                  :E (v10 / label~e.2)
                  :E (v11 / label
                          :R (v21 / label~e.4)
                          :C (v22 / label~e.5)
                          :E (v23 / label~e.6)))
           :P (v4 / label~e.8)
           :D (v5 / label~e.9,10,11)
           :A (v6 / label
                  :E (v12 / label~e.13)
                  :C (v13 / label~e.14)
                  :E (v14 / label~e.15)
                  :E (v15 / label
                          :R (v24 / label~e.16)
                          :E (v25 / label~e.17)
                          :C (v26 / label~e.18)))
           :A (v7 / label
                  :R (v16 / label~e.19)
                  :E (v17 / label~e.20)
                  :C (v18 / label~e.21)
                  :E (v19 / label~e.22)
                  :E (v20 / label
                          :R (v27 / label~e.23)
                          :E (v28 / label~e.24)
                          :C (v29 / label~e.25)))))
