# ::id 3315002
# ::tok C' était alors la mauvaise saison australe , car le juillet de cette zone correspond à notre janvier d' Europe ; mais la mer se maintenait belle , et se laissait facilement observer dans un vaste périmètre .
# ::alignments 1-1.1.2 2-1.1.3 4-1.1.4.2.2 5-1.1.4.3 6-1.1.4.4 8-1.2 10-1.3.1.2 11-1.3.1.3.1 12-1.3.1.3.2 13-1.3.1.3.3 14-1.3.2 15-1.3.3.1 16-1.3.3.2 17-1.3.3.3 18-1.3.3.4.1 19-1.3.3.4.2 21-1.4 23-1.7.6 24-1.5.2 25-1.5.2 26-1.5.3 28-1.6 29-1.7.2 30-1.7.2 31-1.7.3 32-1.7.4 33-1.7.5.1 35-1.7.5.3.2 36-1.7.5.4
# ::format ucca
(v1 / label
    :H (v2 / label
           :S (v9 / label~e.1)
           :T (v10 / label~e.2)
           :A (v11 / label
                   :E (v24 / label
                           :A (v25 / label~e.5)
                           :S (v36 / label~e.4))
                   :C v25
                   :E (v26 / label~e.6)))
    :L (v3 / label~e.8)
    :H (v4 / label
           :A (v12 / label
                   :C (v27 / label~e.10)
                   :E (v28 / label
                           :R (v37 / label~e.11)
                           :E (v38 / label~e.12)
                           :C (v39 / label~e.13)))
           :P (v13 / label~e.14)
           :A (v14 / label
                   :R (v29 / label~e.15)
                   :E (v30 / label~e.16)
                   :C (v31 / label~e.17)
                   :E (v32 / label
                           :R (v40 / label~e.18)
                           :C (v41 / label~e.19))))
    :L (v5 / label~e.21)
    :H (v6 / label
           :A (v15 / label
                   :C (v23 / label~e.23))
           :S (v16 / label~e.24,25)
           :D (v17 / label~e.26))
    :L (v7 / label~e.28)
    :H (v8 / label
           :A (v18 / label)
           :D (v19 / label~e.29,30)
           :D (v20 / label~e.31)
           :P (v21 / label~e.32)
           :A (v22 / label
                   :R (v33 / label~e.33)
                   :E (v34 / label
                           :A (v35 / label~e.36)
                           :S (v42 / label~e.35))
                   :C v35)
           :A v23))
