# ::id 3223001
# ::tok On n' accorda pas vingt-quatre heures de répit au commandant Farragut .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.3 3-1.1.2 4-1.1.4.1 5-1.1.4.2 6-1.1.5.1 7-1.1.5.2 8-1.1.6.1 9-1.1.6.2.1 10-1.1.6.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label~e.0)
           :D (v4 / label~e.1,3)
           :D (v5 / label~e.2)
           :T (v6 / label
                  :Q (v9 / label~e.4)
                  :C (v10 / label~e.5))
           :S (v7 / label
                  :R (v11 / label~e.6)
                  :C (v12 / label~e.7))
           :A (v8 / label
                  :R (v13 / label~e.8)
                  :E (v14 / label
                          :A (v16 / label~e.9))
                  :C (v15 / label~e.10))))
