# ::id 3226001
# ::tok Trois secondes après avoir lu la lettre de l' honorable secrétaire de la marine , je comprenais enfin que ma véritable vocation , l' unique but de ma vie , était de chasser ce monstre inquiétant et d' en purger le monde .
# ::alignments 0-1.1.1.1.1 1-1.1.1.1.2 2-1.1.1.2 4-1.1.3 6-1.1.4.2 7-1.1.4.3.1 9-1.1.4.3.3.2 10-1.1.4.3.4.1 11-1.1.4.3.5.1 13-1.1.4.3.5.3 15-1.2.1 16-1.2.2 17-1.2.3 18-1.2.4.5 19-1.2.4.1.1.1 20-1.2.4.1.1.2 21-1.2.4.1.1.3 24-1.2.4.1.2.2 25-1.2.4.1.2.1.2 26-1.2.4.1.2.3.1 27-1.2.4.1.2.3.2 28-1.2.4.1.2.3.3 30-1.2.4.2 32-1.2.4.3.1.2 33-1.2.4.3.1.3.1 34-1.2.4.3.1.3.2 35-1.2.4.3.1.3.3.2 36-1.2.4.3.2 38-1.2.4.3.3.2 39-1.2.4.3.3.3 41-1.2.4.3.3.4.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :T (v4 / label
                  :E (v11 / label
                          :Q (v19 / label~e.0)
                          :C (v20 / label~e.1))
                  :C (v12 / label~e.2))
           :P (v5 / label~e.4)
           :A (v6 / label
                  :C (v13 / label~e.6)
                  :E (v14 / label
                          :R (v21 / label~e.7)
                          :E (v22 / label
                                  :A (v23 / label
                                          :A (v31 / label~e.10))
                                  :S (v30 / label~e.9))
                          :C v23
                          :E (v24 / label
                                  :R (v32 / label~e.11)
                                  :C (v33 / label~e.13)))))
    :H (v3 / label
           :A (v7 / label~e.15)
           :P (v8 / label~e.16)
           :D (v9 / label~e.17)
           :A (v10 / label
                   :A (v15 / label
                           :C (v25 / label
                                   :A (v34 / label~e.19)
                                   :D (v35 / label~e.20)
                                   :S (v36 / label~e.21))
                           :C (v26 / label
                                   :S (v37 / label
                                           :C (v45 / label~e.25))
                                   :D (v38 / label~e.24)
                                   :A (v39 / label
                                           :R (v46 / label~e.26)
                                           :A (v47 / label~e.27)
                                           :S (v48 / label~e.28))))
                   :S (v16 / label~e.30)
                   :A (v17 / label
                           :H (v27 / label
                                   :P (v40 / label~e.32)
                                   :A (v41 / label
                                           :E (v49 / label~e.33)
                                           :C (v50 / label~e.34)
                                           :E (v51 / label
                                                   :A v50
                                                   :S (v53 / label~e.35)))
                                   :A v7)
                           :L (v28 / label~e.36)
                           :H (v29 / label
                                   :A (v42 / label~e.38)
                                   :P (v43 / label~e.39)
                                   :A (v44 / label
                                           :C (v52 / label~e.41))
                                   :A v7))
                   :R (v18 / label~e.18))))
