# ::id 3208000
# ::tok « Ou nous connaissons toutes les variétés d' êtres qui peuplent notre planète , ou nous ne les connaissons pas .
# ::alignments 1-1.1.3.3 2-1.1.3.4.1 3-1.1.3.4.2 4-1.1.3.4.3.1 6-1.1.3.4.3.3 7-1.1.3.4.3.4.1 8-1.1.3.4.3.4.2 9-1.1.3.4.3.5.1 10-1.1.3.4.3.5.2 11-1.1.3.4.3.5.3.1 12-1.1.3.4.3.5.3.2 14-1.1.3.5 15-1.1.3.6.1 16-1.1.3.6.2 17-1.1.3.6.3 18-1.1.3.6.4 19-1.1.3.6.2
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label)
           :P (v4 / label)
           :A (v5 / label
                  :L (v6 / label~e.1)
                  :H (v7 / label
                         :A (v10 / label~e.2)
                         :P (v11 / label~e.3)
                         :A (v12 / label
                                 :Q (v17 / label~e.4)
                                 :C (v18 / label~e.6)
                                 :E (v19 / label
                                         :R (v21 / label~e.7)
                                         :A (v22 / label~e.8))
                                 :E (v20 / label
                                         :R (v23 / label~e.9)
                                         :P (v24 / label~e.10)
                                         :A (v25 / label
                                                 :E (v26 / label~e.11)
                                                 :C (v27 / label~e.12))
                                         :A v22)))
                  :L (v8 / label~e.14)
                  :H (v9 / label
                         :A (v13 / label~e.15)
                         :D (v14 / label~e.16,19)
                         :A (v15 / label~e.17)
                         :P (v16 / label~e.18)))))
