# ::id 3189003
# ::tok Il se trouvait alors à trois cent mille du cap Clear , et après trois jours d' un retard qui inquiéta vivement Liverpool , il entra dans les bassins de la Compagnie .
# ::alignments 0-1.1.1 1-1.1.2 2-1.1.2 3-1.1.3 4-1.1.4.1 5-1.1.4.2.1 6-1.1.4.2.1 7-1.1.4.2.2 8-1.1.4.3 9-1.1.4.4 10-1.1.4.4 12-1.2 13-1.3 14-1.4.1.1 15-1.4.1.2 16-1.4.2.1 18-1.4.2.3 19-1.4.3.1 20-1.4.3.2 21-1.4.3.3.1.2 22-1.4.3.3.2 24-1.5.3 25-1.5.1 26-1.5.2.1 28-1.5.2.3 29-1.5.2.4.1 31-1.5.2.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v7 / label~e.0)
           :S (v8 / label~e.1,2)
           :T (v9 / label~e.3)
           :A (v10 / label
                   :R (v17 / label~e.4)
                   :A (v18 / label
                           :Q (v31 / label~e.5,6)
                           :C (v32 / label~e.7))
                   :S (v19 / label~e.8)
                   :A (v20 / label~e.9,10)))
    :L (v3 / label~e.12)
    :L (v4 / label~e.13)
    :H (v5 / label
           :T (v11 / label
                   :Q (v21 / label~e.14)
                   :C (v22 / label~e.15))
           :S (v12 / label
                   :R (v23 / label~e.16)
                   :C (v24 / label~e.18))
           :A (v13 / label
                   :R (v25 / label~e.19)
                   :P (v26 / label~e.20)
                   :A (v27 / label
                           :E (v33 / label
                                   :A (v34 / label~e.22)
                                   :S (v37 / label~e.21))
                           :C v34)
                   :A v24))
    :H (v6 / label
           :P (v14 / label~e.25)
           :A (v15 / label
                   :R (v28 / label~e.26)
                   :C (v29 / label~e.28)
                   :E (v30 / label
                           :R (v35 / label~e.29)
                           :C (v36 / label~e.31)))
           :A (v16 / label~e.24)))
