# ::id 3221005
# ::tok Aussi les plaisants prétendaient - ils que cette fine mouche avait arrêté au passage quelque télégramme dont elle faisait maintenant son profit .
# ::alignments 0-1.1 2-1.2.2.1.2 3-1.2.3 6-1.2.5.4 7-1.2.5.1.1.1 8-1.2.5.1.1.2.2 9-1.2.5.1.1.3 11-1.2.5.1.3 12-1.2.5.1.4.1 13-1.2.5.1.4.2 14-1.2.5.1.5.1 15-1.2.5.3.5 16-1.2.5.2 17-1.2.5.3.1 18-1.2.5.3.2 19-1.2.5.3.3 20-1.2.5.3.4.1 21-1.2.5.3.4.2
# ::format ucca
(v1 / label
    :L (v2 / label~e.0)
    :H (v3 / label
           :A (v4 / label
                  :A (v7 / label
                         :C (v12 / label~e.2)))
           :P (v5 / label~e.3)
           :A (v6 / label
                  :H (v8 / label
                         :A (v13 / label
                                 :E (v22 / label~e.7)
                                 :E (v23 / label
                                         :A (v24 / label~e.9)
                                         :S (v30 / label~e.8))
                                 :C v24)
                         :P (v14 / label~e.11)
                         :D (v15 / label
                                 :R (v25 / label~e.12)
                                 :C (v26 / label~e.13))
                         :A (v16 / label
                                 :E (v27 / label~e.14)
                                 :C (v21 / label~e.15)))
                  :L (v9 / label~e.16)
                  :H (v10 / label
                          :A (v17 / label~e.17)
                          :D (v18 / label~e.18)
                          :T (v19 / label~e.19)
                          :P (v20 / label
                                  :E (v28 / label~e.20)
                                  :C (v29 / label~e.21))
                          :A v21)
                  :R (v11 / label~e.6))))
