# ::id 77002
# ::tok Les négociants , armateurs , capitaines de navires , skippers et masters de l\u2019 Europe et de l\u2019 Amérique , officiers des marines militaires de tous pays , et , après eux , les gouvernements des divers États des deux continents , se préoccupèrent de ce fait au plus haut point .
# ::alignments 0-1.1.1.1.1.1.1 1-1.1.1.1.1.1.2 3-1.1.1.1.1.2.1 5-1.1.1.1.1.3.1 6-1.1.1.1.1.3.2.1 7-1.1.1.1.1.3.2.2 9-1.1.1.1.1.4 10-1.1.1.1.1.5 11-1.1.1.1.1.6 12-1.1.1.1.2.1.1 13-1.1.1.1.2.1.2 14-1.1.1.1.2.1.3 15-1.1.1.1.2.2 16-1.1.1.1.2.3.1 17-1.1.1.1.2.3.2 18-1.1.1.1.2.3.3 20-1.1.1.2.1 21-1.1.1.2.2.1 22-1.1.1.2.2.3 23-1.1.1.2.2.4 24-1.1.1.2.2.2.1 25-1.1.1.2.2.2.2 26-1.1.1.2.2.2.3 28-1.1.1.3 30-1.1.1.4.1.1 31-1.1.1.4.1.2 33-1.1.1.4.2 34-1.1.1.4.3 35-1.1.1.4.4.1 36-1.1.1.4.4.2 37-1.1.1.4.4.3 38-1.1.1.4.4.4.1 39-1.1.1.4.4.4.2 40-1.1.1.4.4.4.3 42-1.1.2.1 43-1.1.2.2 44-1.1.3.1 45-1.1.3.2 46-1.1.3.3 47-1.1.4.5 48-1.1.4.1 49-1.1.4.2 50-1.1.4.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :A (v3 / label
                  :C (v7 / label
                         :C (v20 / label
                                 :C (v28 / label
                                         :E (v47 / label~e.0)
                                         :C (v48 / label~e.1))
                                 :C (v29 / label
                                         :C (v49 / label~e.3)
                                         :E v47)
                                 :C (v30 / label
                                         :C (v50 / label~e.5)
                                         :E (v51 / label
                                                 :R (v64 / label~e.6)
                                                 :C (v65 / label~e.7))
                                         :E v47)
                                 :C (v31 / label~e.9)
                                 :N (v32 / label~e.10)
                                 :C (v33 / label~e.11))
                         :E (v21 / label
                                 :C (v34 / label
                                         :R (v52 / label~e.12)
                                         :E (v53 / label~e.13)
                                         :C (v54 / label~e.14))
                                 :N (v35 / label~e.15)
                                 :C (v36 / label
                                         :R (v55 / label~e.16)
                                         :E (v56 / label~e.17)
                                         :C (v57 / label~e.18))))
                  :C (v8 / label
                         :C (v22 / label~e.20)
                         :E (v23 / label
                                 :R (v37 / label~e.21)
                                 :E (v38 / label
                                         :R (v58 / label~e.24)
                                         :E (v59 / label~e.25)
                                         :C (v60 / label~e.26))
                                 :C (v39 / label~e.22)
                                 :E (v40 / label~e.23)))
                  :N (v9 / label~e.28)
                  :C (v10 / label
                          :E (v24 / label
                                  :E (v41 / label~e.30)
                                  :C (v42 / label~e.31))
                          :E (v25 / label~e.33)
                          :C (v26 / label~e.34)
                          :E (v27 / label
                                  :R (v43 / label~e.35)
                                  :E (v44 / label~e.36)
                                  :C (v45 / label~e.37)
                                  :E (v46 / label
                                          :R (v61 / label~e.38)
                                          :E (v62 / label~e.39)
                                          :C (v63 / label~e.40)))))
           :P (v4 / label
                  :E (v11 / label~e.42)
                  :C (v12 / label~e.43))
           :A (v5 / label
                  :R (v13 / label~e.44)
                  :E (v14 / label~e.45)
                  :C (v15 / label~e.46))
           :D (v6 / label
                  :E (v16 / label~e.48)
                  :E (v17 / label~e.49)
                  :C (v18 / label~e.50)
                  :R (v19 / label~e.47))))
