# ::id 872007
# ::tok Ce qui équivaut à dire que si vous pouviez atteindre cette profondeur dans l' Océan , chaque centimètre carré de la surface de votre corps subirait une pression de mille kilogrammes .
# ::alignments 2-1.1.1.4 4-1.1.1.5.1.2 5-1.1.2 6-1.1.3 7-1.1.5.1 8-1.1.5.2 9-1.1.5.3 10-1.1.5.4.1 11-1.1.5.4.2 12-1.1.5.5.1 13-1.1.5.5.2 14-1.1.5.5.3 16-1.1.6.1.1 17-1.1.6.1.2 18-1.1.6.1.3 19-1.1.6.1.4.1 20-1.1.6.1.4.2 21-1.1.6.1.4.3 22-1.1.6.1.4.4.1 23-1.1.6.1.4.4.2 24-1.1.6.1.4.4.3 25-1.1.6.2 26-1.1.6.3.1 27-1.1.6.3.2 28-1.1.6.3.3.1 29-1.1.6.3.3.2 30-1.1.6.3.3.3
# ::format ucca
(v1 / label
    :H (v2 / label
           :H (v3 / label
                  :A (v8 / label)
                  :P (v9 / label~e.2)
                  :A (v10 / label
                          :P (v19 / label
                                  :C (v32 / label~e.4))))
           :L (v4 / label~e.5)
           :L (v5 / label~e.6)
           :H (v6 / label
                  :A (v11 / label~e.7)
                  :D (v12 / label~e.8)
                  :P (v13 / label~e.9)
                  :A (v14 / label
                          :E (v20 / label~e.10)
                          :C (v21 / label~e.11))
                  :A (v15 / label
                          :R (v22 / label~e.12)
                          :E (v23 / label~e.13)
                          :C (v24 / label~e.14)))
           :H (v7 / label
                  :A (v16 / label
                          :E (v25 / label~e.16)
                          :E (v26 / label~e.17)
                          :C (v27 / label~e.18)
                          :E (v28 / label
                                  :R (v33 / label~e.19)
                                  :E (v34 / label~e.20)
                                  :C (v35 / label~e.21)
                                  :E (v36 / label
                                          :R (v40 / label~e.22)
                                          :E (v41 / label~e.23)
                                          :C (v42 / label~e.24))))
                  :P (v17 / label~e.25)
                  :A (v18 / label
                          :E (v29 / label~e.26)
                          :C (v30 / label~e.27)
                          :E (v31 / label
                                  :R (v37 / label~e.28)
                                  :E (v38 / label~e.29)
                                  :C (v39 / label~e.30))))))
